image_path,severity_label,has_damage_label,has_severity_label,scratch,dent,crack,shattered_glass,bumper_damage,panel_damage,headlight_damage,no_damage
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0019.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/images (97).jpeg,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/236.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0107.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/702.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1348.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0008.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/images (90).jpeg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/499.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0151.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1431.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/774.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1157.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1102.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0171.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0235.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/01-minor/0007.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1111.jpeg,-1,1,0,0,0,0,1,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1047.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/images (37).jpeg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0058.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/02-moderate/0012.jpeg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/36.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0081.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/01-minor/images (20).jpeg,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0010.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0019.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0008.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0007.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1472.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/797.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/889.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1054.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1269.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/01-minor/images (2).jpeg,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/336.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/images - 2022-12-13T215956.808.jpeg,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/44.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1471.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/363.jpeg,-1,1,0,0,0,0,1,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/7a566f2a54cd4f228ec73698d19b6d42_thb.jpg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/800.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1499.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0128.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0264.jpeg,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1399.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1490.jpeg,-1,1,0,0,0,0,1,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/01-minor/0033.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/images (89).jpeg,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0235.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/537.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0117.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0121.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0273.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/529.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0068.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/613.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/95.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1189.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0220.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/534.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/215.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/443.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/390.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0082.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/958.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0284.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/72.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0182.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0245.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/148.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0120.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/images - 2022-12-12T151420.224.jpeg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/553.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/714.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0349.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0109.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0103.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/90.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/349.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1495.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/595.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0006.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0347.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/502.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/806.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1171.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0072.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/images (4).jpeg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/03-severe/0042.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/367.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/821.jpeg,-1,1,0,0,0,0,1,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0116.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/387.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0299.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/775.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/55.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/839.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/599.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/981.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0086.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/882.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/940.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/861.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0126.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0029.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/883.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/818.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/0.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1113.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/972.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/476.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/499.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/394.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/03-severe/0035.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/414.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/64.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1212.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0094.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0231.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/download (17).jpeg,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0255.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0029.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/970.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0290.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0082.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/677.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0183.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0215.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/334.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/496.jpeg,-1,1,0,0,0,0,1,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0084.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0017.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/images (47).jpeg,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0386.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/03-severe/download (31).jpeg,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0183.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1152.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0139.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/637.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0079.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0094.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/573.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0233.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/images (114).jpeg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0207.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0003.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/download (16).jpeg,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/398.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/645.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/images (101).jpeg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/03-severe/0016.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1411.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0311.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0161.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/validation/03-severe/0015.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/images (2).jpeg,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0195.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1057.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/842.jpeg,-1,1,0,0,0,0,1,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/02-moderate/0063.JPEG,1,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/588.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1263.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/images (18).jpeg,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1308.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0202.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/568.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1095.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/03-severe/0158.JPEG,2,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-severity-dataset/data3a/training/01-minor/0169.JPEG,0,0,1,0,0,0,0,0,0,0,0
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/1287.jpeg,-1,1,0,0,0,0,0,0,0,0,1
/Users/dell/Documents/ClaimSight/ml/data/raw/car-damage-assessment/image/997.jpeg,-1,1,0,0,0,0,0,0,0,0,1
